DateSpine,Q,SWEAvg,SWEMinus1,SWEMinus7,dSWE,precip,T,QMinus1,QMinus7
6/3/2021,2960,3,3.22,5.72,-2.72,1.675845088,17.69842869,3130,3820
6/4/2021,2850,2.64,3,5.2,-2.56,1.675845088,19.67835632,2960,3420
6/5/2021,3020,2.36,2.64,4.66,-2.3,1.686746767,19.1843467,2850,3350
6/6/2021,3290,1.98,2.36,4.12,-2.14,3.087876847,19.10926086,3020,3300
6/7/2021,3320,1.54,1.98,3.84,-2.3,1.612907051,19.95746171,3290,3320
6/8/2021,3300,1.16,1.54,3.4,-2.24,1.612907051,17.94926306,3320,3240
6/9/2021,3010,0.76,1.16,3.22,-2.46,1.442641429,17.92639985,3300,3130
6/10/2021,2660,0.36,0.76,3,-2.64,1.442641429,16.47260822,3010,2960
6/11/2021,2310,0.04,0.36,2.64,-2.6,1.44798539,12.45855114,2660,2850
6/12/2021,2030,0.02,0.04,2.36,-2.34,1.437083711,17.53304382,2310,3020
6/13/2021,1780,0.02,0.02,1.98,-1.96,0.041297591,20.12981186,2030,3290
6/14/2021,1590,0,0.02,1.54,-1.54,0.02693356,21.50202532,1780,3320
6/15/2021,1400,0,0,1.16,-1.16,0.048533313,21.96883153,1590,3300
6/16/2021,1240,0.02,0,0.76,-0.74,0.070336671,23.12506747,1400,3010
6/17/2021,1120,0,0.02,0.36,-0.36,0.070336671,22.61249218,1240,2660
6/18/2021,970,0,0,0.04,-0.04,0.064992711,21.62440475,1120,2310
6/19/2021,853,0,0,0.02,-0.02,0.064992711,20.17547826,970,2030
6/20/2021,759,0,0,0.02,-0.02,0.407785633,18.64678933,853,1780
6/21/2021,674,0,0,0,0,0.396883954,15.98403662,759,1590
6/22/2021,631,0,0,0,0,0.39152984,20.44339327,674,1400
6/23/2021,550,0,0,0.02,-0.02,0.369726483,20.00237724,631,1240
6/24/2021,479,0.02,0,0,0.02,0.373752622,17.15244152,550,1120
6/25/2021,467,0.02,0.02,0,0.02,3.488906093,13.29013125,479,970
6/26/2021,490,0.04,0.02,0,0.04,8.42226667,13.05916826,467,853
6/27/2021,425,0.04,0.04,0,0.04,11.28893572,12.17564364,490,759
6/28/2021,406,0.04,0.04,0,0.04,12.49159566,13.84489218,425,674
6/29/2021,482,0.04,0.04,0,0.04,12.87941649,15.99890501,406,631
6/30/2021,523,0.02,0.04,0,0.02,12.99923925,17.34560382,482,550
7/1/2021,496,0.04,0.02,0.02,0.02,13.67927203,17.6261464,523,479
7/2/2021,423,0.04,0.04,0.02,0.02,11.33448476,19.25222381,496,467
7/3/2021,398,0.04,0.04,0.04,0,6.802402331,20.61518897,423,490
7/4/2021,371,0,0.04,0.04,-0.04,3.614739979,21.73496185,398,425
7/5/2021,336,0,0,0.04,-0.04,2.50260521,20.58786943,371,406
7/6/2021,330,0,0,0.04,-0.04,2.638485136,18.9629325,336,482
7/7/2021,283,0.02,0,0.02,0,2.513318417,21.49057175,330,523
7/8/2021,244,0,0.02,0.04,-0.04,1.829259489,23.52194532,283,496
7/9/2021,215,0,0,0.04,-0.04,1.058893292,23.5389359,244,423
7/10/2021,181,0,0,0.04,-0.04,0.657615143,19.44444536,215,398
7/11/2021,154,0,0,0,0,0.630471566,20.09173473,181,371
7/12/2021,128,0,0,0,0,0.539946389,22.14138283,154,336
7/13/2021,105,0,0,0,0,0.00534396,19.83413622,128,330
7/14/2021,91.0,0,0,0.02,-0.02,0.42360941,19.01070439,105,283
7/15/2021,90.8,0,0,0,0,1.292988764,19.15744579,91.0,244
7/16/2021,78.0,0,0,0,0,1.292988764,19.65261335,90.8,215
7/17/2021,69.9,0,0,0,0,1.319577954,20.91450929,78.0,181
7/18/2021,73.2,0,0,0,0,1.319577954,22.54536322,69.9,154
7/19/2021,67.2,0,0,0,0,1.330479632,23.41369572,73.2,128
7/20/2021,62.0,0,0,0,0,1.330479632,22.06772662,67.2,105
7/21/2021,56.6,0,0,0,0,2.923502487,21.67988137,62.0,91.0
7/22/2021,65.9,0,0,0,0,2.060402285,22.01671407,56.6,90.8
7/23/2021,56.4,0,0,0,0,2.812420806,21.5257109,65.9,78.0
7/24/2021,46.3,0,0,0,0,2.785831617,20.63065051,56.4,69.9
7/25/2021,42.0,0,0,0,0,2.785831617,22.36684378,46.3,73.2
7/26/2021,39.3,0,0,0,0,3.110766386,22.17107232,42.0,67.2
7/27/2021,32.0,0,0,0,0,3.105422425,23.02196516,39.3,62.0
7/28/2021,27.7,0,0,0,0,1.218385084,22.74225391,32.0,56.6
7/29/2021,22.2,0,0,0,0,2.859729229,21.82293836,27.7,65.9
7/30/2021,33.1,0,0,0,0,5.283899924,20.91186924,22.2,56.4
7/31/2021,230,0,0,0,0,8.754144719,18.86685024,33.1,46.3
8/1/2021,165,0,0,0,0,12.04685981,18.94718788,230,42.0
8/2/2021,94.5,0,0,0,0,11.76707395,18.25705346,165,39.3
8/3/2021,88.1,0,0,0,0,14.45878782,17.1494877,94.5,32.0
8/4/2021,165,0,0,0,0,18.26294405,17.58909829,88.1,27.7
8/5/2021,156,0,0,0,0,17.76877762,19.62540238,165,22.2
8/6/2021,138,0,0,0,0,14.6137511,19.80184364,156,33.1
8/7/2021,246,0,0,0,0,11.56958902,15.50166794,138,230
8/8/2021,199,0,0,0,0,8.277665578,18.62435721,246,165
8/9/2021,147,0,0,0,0,8.236789275,19.73662632,199,94.5
8/10/2021,100,0,0,0,0,5.545075404,18.38237324,147,88.1
8/11/2021,84.9,0,0,0,0,1.616668213,18.75343803,100,165
8/12/2021,79.7,0,0,0,0,0.463211351,20.70525025,84.9,156
8/13/2021,79.6,0,0,0,0,0.447927004,21.15530551,79.7,138
8/14/2021,67.3,0,0,0,0,0.021844289,22.14860167,79.6,246
8/15/2021,56.7,0,0,0,0,0.034183828,20.73444636,67.3,199
8/16/2021,47.5,0,0,0,0,0.450461276,19.6268037,56.7,147
8/17/2021,59.2,0,0,0,0,0.610376082,20.69337062,47.5,100
8/18/2021,44.8,0,0,0,0,1.805867,18.66160787,59.2,84.9
8/19/2021,53.9,0,0,0,0,8.600634699,12.39211841,44.8,79.7
8/20/2021,99.6,0,0,0,0,16.9295179,11.70878727,53.9,79.6
8/21/2021,87.6,0,0,0,0,17.16489075,14.14843819,99.6,67.3
8/22/2021,93.7,0,0,0,0,19.23971387,15.85630932,87.6,56.7
8/23/2021,92.5,0,0,0,0,20.02366422,17.7454609,93.7,47.5
8/24/2021,134,0,0,0,0,19.88726921,18.28329501,92.5,59.2
8/25/2021,152,0,0,0,0,18.79875938,18.0504894,134,44.8
8/26/2021,138,0,0,0,0,12.02881277,17.30350354,152,53.9
8/27/2021,137,0,0,0,0,8.035917147,17.2637761,138,99.6
8/28/2021,126,0,0,0,0,7.823851446,17.44398968,137,87.6
8/29/2021,114,0,0,0,0,5.735897148,17.47689316,126,93.7
8/30/2021,100,0,0,0,0,4.520495055,18.60341264,114,92.5
8/31/2021,88.6,0,0,0,0,4.496975257,19.31466004,100,134
9/1/2021,88.6,0,0,0,0,4.516056736,14.4426736,88.6,152
9/2/2021,89.6,0,0,0,0,10.39938417,16.43184473,88.6,138
9/3/2021,68.8,0,0,0,0,6.159924184,15.6454969,89.6,137
9/4/2021,61.4,0.02,0,0,0.02,7.520938633,14.88603477,68.8,126
9/5/2021,64.4,0,0.02,0,0,7.570563259,15.32147245,61.4,114
9/6/2021,83.8,0,0,0,0,7.590520589,17.54128595,64.4,100
9/7/2021,83.8,0,0,0,0,7.591312228,17.90811281,83.8,88.6
9/8/2021,80.2,0,0,0,0,7.47242786,18.54165871,83.8,88.6
9/9/2021,70.2,0,0,0,0,1.564279334,19.36061643,80.2,89.6
9/10/2021,75.0,0,0,0,0,1.461873389,20.04365294,70.2,68.8
9/11/2021,69.1,0,0,0.02,-0.02,0.079972605,17.56575501,75.0,61.4
9/12/2021,64.6,0,0,0,0,1.648454069,16.38103859,69.1,64.4
9/13/2021,59.4,0,0,0,0,2.753676207,15.76165365,64.6,83.8
9/14/2021,57.9,0,0,0,0,6.165986878,15.40003828,59.4,83.8
9/15/2021,66.6,0,0,0,0,6.159868437,15.79453049,57.9,80.2
9/16/2021,68.8,0,0,0,0,6.159868437,16.76265546,66.6,70.2
9/17/2021,63.0,0,0,0,0,6.159868437,16.14135473,68.8,75.0
9/18/2021,73.4,0,0,0,0,6.162791583,15.84915146,63.0,69.1
9/19/2021,80.5,0,0,0,0,5.244866013,12.32121448,73.4,64.6
9/20/2021,100,0.08,0,0,0.08,10.98061939,6.900173241,80.5,59.4
9/21/2021,81.1,0.02,0.08,0,0.02,8.55886113,7.180489486,100,57.9
9/22/2021,85.7,0,0.02,0,0,8.684889973,11.72364659,81.1,66.6
9/23/2021,70.8,0,0,0,0,8.742154016,12.77116746,85.7,68.8
9/24/2021,75.7,0,0,0,0,8.742154016,12.73232614,70.8,63.0
9/25/2021,99.9,0,0,0,0,8.736810055,14.56187896,75.7,73.4
9/26/2021,117,0,0,0,0,8.037421176,15.61398638,99.9,80.5
9/27/2021,123,0,0,0.08,-0.08,1.190766659,16.04891382,117,100
9/28/2021,120,0,0,0.02,-0.02,0.199422609,13.61426523,123,81.1
9/29/2021,153,0,0,0,0,11.26434202,7.070571468,120,85.7
9/30/2021,150,0,0,0,0,20.19152463,8.64138168,153,70.8
10/1/2021,142,0,0,0,0,20.31218157,9.400270204,150,75.7
10/2/2021,164,0,0,0,0,20.66037159,10.48855916,142,99.9
10/3/2021,217,0,0,0,0,20.65957995,11.38681725,164,117
10/4/2021,232,0,0,0,0,20.64530162,12.66655967,217,123
10/5/2021,205,0,0,0,0,20.64530162,13.78228021,232,120
10/6/2021,203,0,0,0,0,9.492968529,10.4906913,205,153
10/7/2021,203,0,0,0,0,0.550939438,10.89232245,203,150
10/8/2021,216,0.04,0,0,0.04,0.430282498,9.109821223,203,142
10/9/2021,210,0.04,0.04,0,0.04,4.791041271,6.893060219,216,164
10/10/2021,217,0.42,0.04,0,0.42,16.27165297,5.841245737,210,217
10/11/2021,207,0.42,0.42,0,0.42,18.20031313,6.207004298,217,232
10/12/2021,216,0.36,0.42,0,0.36,18.514805,1.928917975,207,205
10/13/2021,295,0.8,0.36,0,0.8,27.65501727,-1.696824431,216,203
10/14/2021,340,0.96,0.8,0,0.96,31.52069898,-0.813907715,295,203
10/15/2021,357,1.14,0.96,0.04,1.1,34.69392272,-0.081773185,340,216
10/16/2021,363,1.14,1.14,0.04,1.1,30.07746544,4.640433667,357,210
10/17/2021,349,1.14,1.14,0.42,0.72,18.76642412,8.250510227,363,217
10/18/2021,339,1.1,1.14,0.42,0.68,16.87128644,8.922246514,349,207
10/19/2021,332,1.06,1.1,0.36,0.7,18.94505112,2.980597956,339,216
10/20/2021,336,1.18,1.06,0.8,0.38,13.04733892,3.2356668,332,295
10/21/2021,367,1.14,1.18,0.96,0.18,9.172313777,6.494581569,336,340
10/22/2021,409,1.12,1.14,1.14,-0.02,6.00479039,7.625994955,367,357
10/23/2021,418,1.12,1.12,1.14,-0.02,5.912298887,6.063537005,409,363
10/24/2021,404,1.18,1.12,1.14,0.04,10.6865627,6.15113342,418,349
10/25/2021,384,1.36,1.18,1.1,0.26,13.81697607,11.8809059,404,339
10/26/2021,409,1.24,1.36,1.06,0.18,13.24556973,5.238396353,384,332
10/27/2021,412,2.04,1.24,1.18,0.86,21.87152692,1.052327507,409,336
10/28/2021,426,2.32,2.04,1.14,1.18,23.53031246,4.330914034,412,367
10/29/2021,531,2.24,2.32,1.12,1.12,23.52824915,6.317785683,426,409
10/30/2021,548,2.2,2.24,1.12,1.08,23.52824915,6.829419016,531,418
10/31/2021,501,2.16,2.2,1.18,0.98,18.58441496,5.40191824,548,404
11/1/2021,466,2.22,2.16,1.36,0.86,16.40412997,3.505179586,501,384
11/2/2021,469,2.38,2.22,1.24,1.14,17.37823568,3.778571038,466,409
11/3/2021,481,2.88,2.38,2.04,0.84,12.46166745,4.851938264,469,412
11/4/2021,508,2.94,2.88,2.32,0.62,11.65420624,5.850109034,481,426
11/5/2021,563,2.92,2.94,2.24,0.68,11.6505692,6.84523951,508,531
11/6/2021,582,2.9,2.92,2.2,0.7,11.6505692,8.337785575,563,548
11/7/2021,580,2.86,2.9,2.16,0.7,11.6662083,8.804117065,582,501
11/8/2021,563,2.82,2.86,2.22,0.6,10.68255743,5.107415065,580,466
11/9/2021,529,2.82,2.82,2.38,0.44,7.891601519,4.557070828,563,469
11/10/2021,512,3.06,2.82,2.88,0.18,5.529375268,1.262348035,529,481
11/11/2021,504,3.28,3.06,2.94,0.34,5.931764487,0.589231707,512,508
11/12/2021,502,3.82,3.28,2.92,0.9,9.165254885,3.6300228,504,563
11/13/2021,508,3.92,3.82,2.9,1.02,9.959840244,5.666841305,502,582
11/14/2021,502,3.9,3.92,2.86,1.04,9.944201144,4.708560654,508,580
11/15/2021,475,3.88,3.9,2.82,1.06,9.9711273,7.922412785,502,563
11/16/2021,466,3.88,3.88,2.82,1.06,9.978341646,4.346362658,475,529
11/17/2021,464,3.98,3.88,3.06,0.92,5.979426711,-3.701319129,466,512
11/18/2021,428,3.94,3.98,3.28,0.66,4.692639027,-1.152075101,464,504
11/19/2021,442,3.96,3.94,3.82,0.14,1.705774045,3.688902612,428,502
11/20/2021,459,4,3.96,3.92,0.08,1.263626305,0.638578597,442,508
11/21/2021,396,4.26,4,3.9,0.36,3.72478673,-1.468321803,459,502
11/22/2021,380,4.28,4.26,3.88,0.4,3.697860574,2.192204955,396,475
11/23/2021,431,4.28,4.28,3.88,0.4,3.690646228,1.728213662,380,466
11/24/2021,426,4.32,4.28,3.98,0.34,3.351910833,-3.694801263,431,464
11/25/2021,364,4.38,4.32,3.94,0.44,3.612897174,-3.557813244,426,428
11/26/2021,314,4.38,4.38,3.96,0.42,3.366271759,1.191363149,364,442
11/27/2021,341,4.4,4.38,4,0.4,3.241664439,1.532727699,314,459
11/28/2021,318,4.4,4.4,4.26,0.14,0.780504013,3.288110778,341,396
11/29/2021,322,4.4,4.4,4.28,0.12,0.780504013,4.948191595,318,380
11/30/2021,355,4.4,4.4,4.28,0.12,0.780504013,1.907671924,322,431
12/1/2021,404,4.4,4.4,4.32,0.08,0.48881664,4.693826058,355,426
12/2/2021,435,4.4,4.4,4.38,0.02,0.2278303,5.745892885,404,364
12/3/2021,421,4.4,4.4,4.38,0.02,0.2278303,5.139418236,435,314
12/4/2021,400,4.38,4.4,4.4,-0.02,0,3.711607039,421,341
12/5/2021,404,4.36,4.38,4.4,-0.04,0,1.41748194,400,318
12/6/2021,377,4.36,4.36,4.4,-0.04,0,-2.830917874,404,322
12/7/2021,359,4.36,4.36,4.4,-0.04,0.104664766,0.320334648,377,355
12/8/2021,343,4.36,4.36,4.4,-0.04,0.137178263,-1.113328672,359,404
12/9/2021,391,4.52,4.36,4.4,0.12,3.123016692,-1.81055129,343,435
12/10/2021,409,5.76,4.52,4.4,1.36,23.36741501,-8.871740968,391,421
12/11/2021,408,6.12,5.76,4.38,1.74,29.26356185,-10.97900032,409,400
12/12/2021,366,6.14,6.12,4.36,1.78,29.57974467,-5.350558753,408,404
12/13/2021,353,6.16,6.14,4.36,1.8,29.67420468,-1.203052477,366,377
12/14/2021,356,6.18,6.16,4.36,1.82,29.86479021,1.834262076,353,359
12/15/2021,349,6.18,6.18,4.36,1.82,31.85886256,-4.024930387,356,343
12/16/2021,341,6.46,6.18,4.52,1.94,34.3628615,-8.572543797,349,391
12/17/2021,342,6.92,6.46,5.76,1.16,19.698814,-8.599097713,341,409
12/18/2021,339,7.1,6.92,6.12,0.98,15.60609026,-9.809712432,342,408
12/19/2021,337,7.1,7.1,6.14,0.96,15.28990744,-6.038983397,339,366
12/20/2021,341,7.1,7.1,6.16,0.94,15.19544743,-3.743970072,337,353
12/21/2021,344,7.1,7.1,6.18,0.92,14.90019714,-2.387416709,341,356
12/22/2021,347,7.1,7.1,6.18,0.92,12.87361129,-2.543320617,344,349
12/23/2021,353,7.18,7.1,6.46,0.72,7.792423739,-0.378154837,347,341
12/24/2021,359,7.58,7.18,6.92,0.66,11.55864421,-1.121959209,353,342
12/25/2021,361,8.66,7.58,7.1,1.56,23.26055763,-1.999726003,359,339
12/26/2021,358,8.74,8.66,7.1,1.64,26.64206501,-5.051073292,361,337
12/27/2021,352,9.26,8.74,7.1,2.16,31.95557236,-7.749035291,358,341
12/28/2021,345,9.42,9.26,7.1,2.32,34.81398861,-10.06280103,352,344
12/29/2021,344,9.88,9.42,7.1,2.78,38.68792129,-9.72925268,345,347
12/30/2021,345,10.16,9.88,7.18,2.98,40.65346732,-5.264509652,344,353
12/31/2021,338,10.4,10.16,7.58,2.82,38.00077571,-7.345012097,345,359
1/1/2022,332,11,10.4,8.66,2.34,34.65429141,-15.01753334,338,361
1/2/2022,329,10.98,11,8.74,2.24,31.27278403,-13.73971714,332,358
1/3/2022,328,11,10.98,9.26,1.74,26.23054372,-9.083199207,329,352
1/4/2022,332,11.14,11,9.42,1.72,23.5880384,-6.410244579,328,345
1/5/2022,339,11.42,11.14,9.88,1.54,20.89295181,-4.196349971,332,344
1/6/2022,345,13.08,11.42,10.16,2.92,28.41886697,-1.710218415,339,345
1/7/2022,348,14.26,13.08,10.4,3.86,26.45920892,1.75135695,345,338
1/8/2022,349,14.26,14.26,11,3.26,16.98238968,-3.612305241,348,332
1/9/2022,343,14.78,14.26,10.98,3.8,20.55458085,-8.377394373,349,329
1/10/2022,338,14.76,14.78,11,3.76,20.2833138,-6.708919591,343,328
1/11/2022,336,14.8,14.76,11.14,3.66,20.12682982,-5.905296082,338,332
1/12/2022,333,14.8,14.8,11.42,3.38,18.94798372,-4.215543361,336,339
1/13/2022,331,14.84,14.8,13.08,1.76,9.06398743,-1.594099873,333,345
1/14/2022,332,14.88,14.84,14.26,0.62,4.379957551,-4.352311307,331,348
1/15/2022,329,14.94,14.88,14.26,0.68,3.929229793,-5.91837311,332,349
1/16/2022,328,14.94,14.94,14.78,0.16,0.357038622,-3.817123712,329,343
1/17/2022,328,14.94,14.94,14.76,0.18,0.357038622,-2.886296662,328,338
1/18/2022,330,14.94,14.94,14.8,0.14,0.297611688,-3.536802207,328,336
1/19/2022,332,14.94,14.94,14.8,0.14,0.297611688,-5.244900358,330,333
1/20/2022,332,14.94,14.94,14.84,0.1,0.495733916,-6.277235014,332,331
1/21/2022,333,15.08,14.94,14.88,0.2,2.901893738,-5.403445071,332,332
1/22/2022,331,15.1,15.08,14.94,0.16,4.111906175,-7.144950062,333,329
1/23/2022,329,15.1,15.1,14.94,0.16,4.111906175,-7.037754388,331,328
1/24/2022,325,15.14,15.1,14.94,0.2,4.111906175,-6.231032802,329,328
1/25/2022,322,15.14,15.14,14.94,0.2,4.519027111,-8.692577746,325,330
1/26/2022,321,15.14,15.14,14.94,0.2,4.795176263,-10.76059044,322,332
1/27/2022,321,15.14,15.14,14.94,0.2,4.750094352,-9.789188361,321,332
1/28/2022,320,15.08,15.14,15.08,0,2.296052015,-9.28214664,321,333
1/29/2022,320,15.08,15.08,15.1,-0.02,0.854734344,-6.304078766,320,331
1/30/2022,321,15.08,15.08,15.1,-0.02,0.865155066,-6.020519081,320,329
1/31/2022,322,15.06,15.08,15.14,-0.08,0.865155066,-5.983445348,321,325
2/1/2022,321,15.06,15.06,15.14,-0.08,0.45803413,-11.46051639,322,322
2/2/2022,317,14.92,15.06,15.14,-0.22,0.181884978,-15.04881827,321,321
2/3/2022,315,14.86,14.92,15.14,-0.28,0.012729949,-15.53283487,317,321
2/4/2022,313,14.86,14.86,15.08,-0.22,0.010420723,-10.87322859,315,320
2/5/2022,313,14.88,14.86,15.08,-0.2,0.010420723,-7.180270205,313,320
2/6/2022,314,14.88,14.88,15.08,-0.2,0.738793202,-6.443035095,313,321
2/7/2022,317,14.84,14.88,15.06,-0.22,0.738793202,-5.940937034,314,322
2/8/2022,320,14.88,14.84,15.06,-0.18,0.754463351,-3.763829606,317,321
2/9/2022,323,14.92,14.88,14.92,0,0.807049524,-2.344953957,320,317
2/10/2022,326,14.92,14.92,14.86,0.06,0.807049524,-1.246715271,323,315
2/11/2022,326,14.92,14.92,14.86,0.06,0.823561565,-3.947761854,326,313
2/12/2022,321,14.92,14.92,14.88,0.04,0.965053703,-7.038657297,326,313
2/13/2022,318,14.92,14.92,14.88,0.04,0.243033726,-3.003312432,321,314
2/14/2022,318,14.94,14.92,14.84,0.1,0.253719497,-1.294600521,318,317
2/15/2022,324,14.96,14.94,14.88,0.08,0.238049347,0.83083844,318,320
2/16/2022,322,14.96,14.96,14.92,0.04,2.592769542,-4.77890363,324,323
2/17/2022,321,15.12,14.96,14.92,0.2,5.932148332,-9.268089907,322,326
2/18/2022,321,15.2,15.12,14.92,0.28,6.957081993,-5.200034007,321,326
2/19/2022,317,15.36,15.2,14.92,0.44,7.100247543,-2.821331458,321,321
2/20/2022,313,15.42,15.36,14.92,0.5,7.083474319,-0.84197774,317,318
2/21/2022,309,15.54,15.42,14.94,0.6,7.359980699,-5.988817978,313,318
2/22/2022,298,15.76,15.54,14.96,0.8,17.37273921,-14.89156013,309,324
2/23/2022,294,15.9,15.76,14.96,0.94,19.25844636,-14.07856379,298,322
2/24/2022,293,16.04,15.9,15.12,0.92,21.58680907,-14.61005172,294,321
2/25/2022,294,16.04,16.04,15.2,0.84,21.39610156,-12.46734022,293,321
2/26/2022,289,16.06,16.04,15.36,0.7,21.20644399,-13.21757185,294,317
2/27/2022,288,16.08,16.06,15.42,0.66,21.34698372,-8.424527368,289,313
2/28/2022,290,16.22,16.08,15.54,0.68,21.62580343,-4.738605212,288,309
3/1/2022,292,16.24,16.22,15.76,0.48,11.61578299,-0.098001845,290,298
3/2/2022,300,16.34,16.24,15.9,0.44,7.33077533,2.42420903,292,294
3/3/2022,313,16.42,16.34,16.04,0.38,1.663033832,3.838706514,300,293
3/4/2022,325,16.48,16.42,16.04,0.44,0.812295636,2.77312458,313,294
3/5/2022,331,16.64,16.48,16.06,0.58,5.421036322,-2.478043939,325,289
3/6/2022,335,17.04,16.64,16.08,0.96,11.5767612,-7.282830681,331,288
3/7/2022,335,17.1,17.04,16.22,0.88,11.48616834,-10.84124377,335,290
3/8/2022,336,17.12,17.1,16.24,0.88,11.5313476,-9.244520266,335,292
3/9/2022,334,17.52,17.12,16.34,1.18,15.78057457,-10.54142747,336,300
3/10/2022,327,17.96,17.52,16.42,1.54,23.4638088,-14.75280079,334,313
3/11/2022,330,17.98,17.96,16.48,1.5,23.65150044,-12.70567635,327,325
3/12/2022,351,18.08,17.98,16.64,1.44,19.17324548,-4.147013176,330,331
3/13/2022,388,18.22,18.08,17.04,1.18,13.03917973,-1.582274242,351,335
3/14/2022,443,18.46,18.22,17.1,1.36,14.35752154,-1.82900968,388,335
3/15/2022,502,18.54,18.46,17.12,1.42,14.31069206,0.573153711,443,336
3/16/2022,531,18.66,18.54,17.52,1.14,10.44296708,0.291975491,502,334
3/17/2022,574,18.96,18.66,17.96,1,5.813835443,-1.578093388,531,327
3/18/2022,589,19.02,18.96,17.98,1.04,5.6261438,-2.195255541,574,330
3/19/2022,588,19.06,19.02,18.08,0.98,5.435678414,-0.016760246,589,351
3/20/2022,595,19.1,19.06,18.22,0.88,5.564317064,1.759090929,588,388
3/21/2022,619,19.12,19.1,18.46,0.66,4.747436773,-2.521447492,595,443
3/22/2022,630,19.1,19.12,18.54,0.56,4.746348915,-3.156183172,619,502
3/23/2022,714,19.16,19.1,18.66,0.5,4.606240202,-0.898678628,630,531
3/24/2022,918,19.2,19.16,18.96,0.24,1.667133007,3.21087708,714,574
3/25/2022,1070,19.26,19.2,19.02,0.24,1.667133007,5.927604737,918,589
3/26/2022,1010,19.16,19.26,19.06,0.1,1.632112553,9.21478782,1070,588
3/27/2022,1110,18.94,19.16,19.1,-0.16,1.341275043,9.8444163,1010,595
3/28/2022,1400,18.58,18.94,19.12,-0.54,0.364394529,8.505937476,1110,619
3/29/2022,1750,18.22,18.58,19.1,-0.88,1.449058159,2.63303083,1400,630
3/30/2022,1990,18.56,18.22,19.16,-0.6,9.262011186,0.932738508,1750,714
3/31/2022,2110,18.6,18.56,19.2,-0.6,9.312116196,2.524511719,1990,918
4/1/2022,1890,18.86,18.6,19.26,-0.4,12.69254819,2.522004837,2110,1070
4/2/2022,1580,18.9,18.86,19.16,-0.26,12.69254819,5.302445468,1890,1010
4/3/2022,1610,18.8,18.9,18.94,-0.14,12.84053064,4.373434575,1580,1110
4/4/2022,1670,18.86,18.8,18.58,0.28,12.9154335,3.605240429,1610,1400
4/5/2022,1840,18.82,18.86,18.22,0.6,11.84659947,0.465642443,1670,1750
4/6/2022,1710,18.76,18.82,18.56,0.2,4.368539981,-1.95206142,1840,1990
4/7/2022,1710,18.58,18.76,18.6,-0.02,4.203439581,0.843904133,1710,2110
4/8/2022,1410,18.34,18.58,18.86,-0.52,0.837323097,5.043742674,1710,1890
4/9/2022,1250,17.98,18.34,18.9,-0.92,0.948956058,5.806708357,1410,1580
4/10/2022,1250,17.84,17.98,18.8,-0.96,2.695317832,-1.003367394,1250,1610
4/11/2022,1420,17.68,17.84,18.86,-1.18,2.711555683,2.770260014,1250,1670
4/12/2022,1630,17.74,17.68,18.82,-1.08,6.400416891,-3.821107732,1420,1840
4/13/2022,1450,18.58,17.74,18.76,-0.18,12.85329059,-6.48525746,1630,1710
4/14/2022,1340,19.14,18.58,18.58,0.56,14.67062251,-2.116131791,1450,1710
4/15/2022,1310,19.46,19.14,18.34,1.12,15.37988523,3.034767806,1340,1410
4/16/2022,1190,19.5,19.46,17.98,1.52,15.36045054,4.966101783,1310,1250
4/17/2022,1160,19.7,19.5,17.84,1.86,16.0979722,4.180828114,1190,1250
4/18/2022,1310,20.44,19.7,17.68,2.76,18.86385623,7.107731145,1160,1420
4/19/2022,1370,20.26,20.44,17.74,2.52,15.15916542,8.798550774,1310,1630
4/20/2022,1390,19.78,20.26,18.58,1.2,8.582183498,6.595645756,1370,1450
4/21/2022,1660,19.4,19.78,19.14,0.26,6.764851581,10.34090883,1390,1340
4/22/2022,2300,18.68,19.4,19.46,-0.78,6.042339676,8.013287382,1660,1310
4/23/2022,2850,18.5,18.68,19.5,-1,11.8382582,1.168210343,2300,1190
4/24/2022,3850,19.94,18.5,19.7,0.24,19.36059542,1.302393943,2850,1160
4/25/2022,3680,20.38,19.94,20.44,-0.06,16.98473501,2.291354494,3850,1310
4/26/2022,3110,20.4,20.38,20.26,0.14,17.00190903,7.087061317,3680,1370
4/27/2022,2700,20.18,20.4,19.78,0.4,16.733347,10.68234095,3110,1390
4/28/2022,2580,19.74,20.18,19.4,0.34,16.733347,9.969030752,2700,1660
4/29/2022,2840,19.36,19.74,18.68,0.68,16.73228067,4.633271235,2580,2300
4/30/2022,3460,19.4,19.36,18.5,0.9,12.59279115,4.78849201,2840,2850
5/1/2022,3760,19.24,19.4,19.94,-0.7,2.43858804,8.167055472,3460,3850
5/2/2022,3310,18.86,19.24,20.38,-1.52,4.43401074,6.812625281,3760,3680
5/3/2022,3580,19.06,18.86,20.4,-1.34,8.049152036,5.689444719,3310,3110
5/4/2022,4000,19.02,19.06,20.18,-1.16,15.12308228,3.249467958,3580,2700
5/5/2022,3960,19.04,19.02,19.74,-0.7,18.40549367,8.124485805,4000,2580
5/6/2022,3890,19.12,19.04,19.36,-0.24,18.52000659,12.13025102,3960,2840
5/7/2022,3640,18.8,19.12,19.4,-0.6,16.77137931,10.2248091,3890,3460
5/8/2022,4830,18.74,18.8,19.24,-0.5,19.25947523,7.619959912,3640,3760
5/9/2022,6570,18.7,18.74,18.86,-0.16,18.37171966,3.729415455,4830,3310
5/10/2022,7050,18.94,18.7,19.06,-0.12,15.71054209,6.842974517,6570,3580
